,Candidat,Circ,Departement,Parti,Score
4578,Joël Brossat,8.0,-circonscription-essonne,LO,"1,69%"
4579,Claudine Gruselle,8.0,-circonscription-essonne,"
									Union des indépendants									","0,74%"
4580,Georges Tron,9.0,-circonscription-essonne,RPR,"37,77%"
4581,Thierry Mandon,9.0,-circonscription-essonne,PS,"22,85%"
4582,Sophie Lespagnon,9.0,-circonscription-essonne,FN,"14,99%"
4583,Daniel Perrin,9.0,-circonscription-essonne,PCF,"8,91%"
4584,Roland Smolar,9.0,-circonscription-essonne,Génération écologie,"7,54%"
4585,Philippe Mickno,9.0,-circonscription-essonne,"
									Les nouveaux écologistes									","1,63%"
4586,Jean-Luc Rougé,9.0,-circonscription-essonne,Ecologiste,"1,59%"
4587,Michel Cremey,9.0,-circonscription-essonne,LO,"1,57%"
4588,Jean Casalonga,9.0,-circonscription-essonne,"
									Rassemblement des démocrates et républicains de progrès									","1,57%"
4589,Philippe Guyot,9.0,-circonscription-essonne,Divers,"0,95%"
4590,Pierre Adonaï,9.0,-circonscription-essonne,"
									Union des indépendants									","0,62%"
4591,Antoine Charrin,10.0,-circonscription-essonne,UDF,"23,37%"
4592,Julien Dray,10.0,-circonscription-essonne,PS,"18,73%"
4593,Claude Vasquez,10.0,-circonscription-essonne,PCF,"16,90%"
4594,Michel de Rostolan,10.0,-circonscription-essonne,FN,"15,47%"
4595,Bernard Bertry,10.0,-circonscription-essonne,RPR dissident,"8,69%"
4596,Joël Roret,10.0,-circonscription-essonne,Génération écologie,"8,22%"
4597,Jean-Marc Ripoll,10.0,-circonscription-essonne,"
									Rassemblement des démocrates et républicains de progrès									","2,76%"
4598,Roland Hautin,10.0,-circonscription-essonne,LO,"1,87%"
4599,Gérard Saroyan,10.0,-circonscription-essonne,Ecologiste,"1,26%"
4600,Gérard Pociecka,10.0,-circonscription-essonne,"
									Solidarité, écologie, gauche alternative									","1,01%"
4601,Jean-Luc Cinquin,10.0,-circonscription-essonne,"
									Mouvement des démocrates									","0,71%"
4602,Alain Lascary,10.0,-circonscription-essonne,"
									Union des indépendants									","0,54%"
4603,Patrick Ulanowska,10.0,-circonscription-essonne,"
									Mouvement des réformateurs									","0,46%"
4604,Christian Leneveu,10.0,-circonscription-essonne,Divers,"0,00%"
4605,Marc Brajon,10.0,-circonscription-essonne,Divers droite,"0,00%"
4606,Jacques Brunhes,1.0,-circonscription-hauts-de-seine,PCF,"32,76%"
4607,Roger Prévot,1.0,-circonscription-hauts-de-seine,UDF,"21,81%"
4608,Jean-Yves Le Gallou,1.0,-circonscription-hauts-de-seine,FN,"19,27%"
4609,Chantal Léopold,1.0,-circonscription-hauts-de-seine,PS,"7,38%"
4610,Hubert Guicharrousse,1.0,-circonscription-hauts-de-seine,Les Verts,"6,92%"
4611,Alain Prévot,1.0,-circonscription-hauts-de-seine,Divers,"3,38%"
4612,Denis Fauconnier,1.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","2,93%"
4613,Brigitte Ranaivoson,1.0,-circonscription-hauts-de-seine,Ecologiste,"1,62%"
4614,Michel Breton,1.0,-circonscription-hauts-de-seine,LO,"1,55%"
4615,Jean-Louis Mas,1.0,-circonscription-hauts-de-seine,"
									Démocratie chrétienne française									","1,08%"
4616,Dominique Mourre,1.0,-circonscription-hauts-de-seine,Parti des travailleurs,"0,76%"
4617,Philippe Mussat,1.0,-circonscription-hauts-de-seine,LCR,"0,54%"
4618,Georges Tranchant,2.0,-circonscription-hauts-de-seine,RPR,"28,34%"
4619,Frantz Taittinger,2.0,-circonscription-hauts-de-seine,Divers droite,"18,00%"
4620,Hubert Massol,2.0,-circonscription-hauts-de-seine,FN,"16,93%"
4621,Michel Laneret,2.0,-circonscription-hauts-de-seine,PS,"12,63%"
4622,Dominique Frager,2.0,-circonscription-hauts-de-seine,Génération écologie,"8,86%"
4623,Serge Le Guernevé,2.0,-circonscription-hauts-de-seine,PCF,"6,91%"
4624,Martine Monel,2.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","2,78%"
4625,Jean-Paul Macé,2.0,-circonscription-hauts-de-seine,LO,"1,55%"
4626,Evelyne Matet,2.0,-circonscription-hauts-de-seine,"
									Union écologie démocratie									","1,28%"
4627,Jacques Pomeranz,2.0,-circonscription-hauts-de-seine,PS,"1,25%"
4628,Vincent Vidal,2.0,-circonscription-hauts-de-seine,"
									CNI									","1,14%"
4629,Guy Pirod,2.0,-circonscription-hauts-de-seine,"
									Nouvelle solidarité									","0,32%"
4630,Jean-Yves Haby,3.0,-circonscription-hauts-de-seine,UDF,"47,56%"
4631,Pierre Roussel,3.0,-circonscription-hauts-de-seine,PS,"15,99%"
4632,Christian Perez,3.0,-circonscription-hauts-de-seine,FN,"15,17%"
4633,Catherine Brigand,3.0,-circonscription-hauts-de-seine,Génération écologie,"10,10%"
4634,Gabriel Massou,3.0,-circonscription-hauts-de-seine,PCF,"5,07%"
4635,Gabriel Morin,3.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","2,23%"
4636,Philippe Marsault,3.0,-circonscription-hauts-de-seine,LO,"1,68%"
4637,Guy Cousin,3.0,-circonscription-hauts-de-seine,Ecologiste,"1,26%"
4638,Didier Poyer,3.0,-circonscription-hauts-de-seine,"
									Parti de la loi naturelle									","0,49%"
4639,Neil Edmondson,3.0,-circonscription-hauts-de-seine,"
									Nouvelle solidarité									","0,46%"
4640,Christian Dupuy,4.0,-circonscription-hauts-de-seine,RPR,"36,58%"
4641,Jacqueline Fraysse,4.0,-circonscription-hauts-de-seine,PCF,"21,29%"
4642,Michel Sapin,4.0,-circonscription-hauts-de-seine,PS,"16,68%"
4643,Nathalie Debaille,4.0,-circonscription-hauts-de-seine,FN,"11,80%"
4644,Christian Demercastel,4.0,-circonscription-hauts-de-seine,Les Verts,"7,97%"
4645,Nicole Kersuzan,4.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","2,89%"
4646,Anne Schwartz,4.0,-circonscription-hauts-de-seine,LO,"1,28%"
4647,Bertrand Ameil,4.0,-circonscription-hauts-de-seine,"
									Union des indépendants									","0,93%"
4648,Michel Allain,4.0,-circonscription-hauts-de-seine,Parti des travailleurs,"0,58%"
4649,Patrick Balkany,5.0,-circonscription-hauts-de-seine,RPR,"40,78%"
4650,Gilles Catoire,5.0,-circonscription-hauts-de-seine,PS,"19,56%"
4651,Alain Gallais,5.0,-circonscription-hauts-de-seine,FN,"12,58%"
4652,Guy Schmaus,5.0,-circonscription-hauts-de-seine,PCF,"7,65%"
4653,Paul Duprez,5.0,-circonscription-hauts-de-seine,Génération écologie,"7,04%"
4654,Françoise Luneau,5.0,-circonscription-hauts-de-seine,Ecologiste,"1,88%"
4655,Roger Vivant,5.0,-circonscription-hauts-de-seine,"
									CNI									","1,73%"
4656,Robert Crémieux,5.0,-circonscription-hauts-de-seine,"
									Solidarité, écologie, gauche alternative									","1,61%"
4657,Richard Percevault,5.0,-circonscription-hauts-de-seine,LO,"1,44%"
4658,Patrick Willig,5.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","1,39%"
4659,Dov Yadan,5.0,-circonscription-hauts-de-seine,"
									Mouvement des démocrates									","1,13%"
4660,Emmanuelle Le Gall,5.0,-circonscription-hauts-de-seine,Ecologiste,"1,05%"
4661,Laurent Conversy,5.0,-circonscription-hauts-de-seine,Ecologiste,"0,97%"
4662,Hervé Lefebvre,5.0,-circonscription-hauts-de-seine,"
									Union des indépendants									","0,66%"
4663,Daniel Dutheil,5.0,-circonscription-hauts-de-seine,Parti des travailleurs,"0,52%"
4664,Nicolas Sarkozy,6.0,-circonscription-hauts-de-seine,RPR,"64,90%"
4665,Marie-Caroline Le Pen,6.0,-circonscription-hauts-de-seine,FN,"12,01%"
4666,Elisabeth Gourevitch,6.0,-circonscription-hauts-de-seine,PS,"9,13%"
4667,Denis Abecassis,6.0,-circonscription-hauts-de-seine,Génération écologie,"6,53%"
4668,Nadine Garcia-Acebedo,6.0,-circonscription-hauts-de-seine,PCF,"3,09%"
4669,Michel Blanchard,6.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","1,72%"
4670,Roger Dachez,6.0,-circonscription-hauts-de-seine,"
									Union écologie démocratie									","1,43%"
4671,Bertrand Joubert,6.0,-circonscription-hauts-de-seine,"
									Union des indépendants									","1,20%"
4672,Jean-Michel Granger,6.0,-circonscription-hauts-de-seine,Divers droite,"0,00%"
4673,Jacques Baumel,7.0,-circonscription-hauts-de-seine,RPR,"55,26%"
4674,Madeleine Darbel,7.0,-circonscription-hauts-de-seine,PS,"13,84%"
4675,Daniel Burq,7.0,-circonscription-hauts-de-seine,Génération écologie,"10,94%"
4676,Christian Marechal,7.0,-circonscription-hauts-de-seine,FN,"10,20%"
4677,Jean-Raymond Pacouret,7.0,-circonscription-hauts-de-seine,PCF,"4,56%"
4678,Marie Gensanne,7.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","2,31%"
4679,Roger Tron,7.0,-circonscription-hauts-de-seine,"
									Démocratie chrétienne française									","2,02%"
4680,Jacques Wagner,7.0,-circonscription-hauts-de-seine,"
									Mouvement des démocrates									","0,47%"
4681,Guy Michaely,7.0,-circonscription-hauts-de-seine,"
									Alliance populaire									","0,41%"
4682,Jean-Jacques Guillet,8.0,-circonscription-hauts-de-seine,RPR,"31,18%"
4683,Henry Wolf,8.0,-circonscription-hauts-de-seine,UDF,"20,93%"
4684,Caroline Roy,8.0,-circonscription-hauts-de-seine,Mouvement des radicaux de gauche,"15,75%"
4685,Sophie Brissaud,8.0,-circonscription-hauts-de-seine,FN,"10,26%"
4686,Guy Konopnicki,8.0,-circonscription-hauts-de-seine,Génération écologie,"9,76%"
4687,Bernard Jasserand,8.0,-circonscription-hauts-de-seine,PCF,"5,69%"
4688,Maurice Grégoire,8.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","1,25%"
4689,André Suchier,8.0,-circonscription-hauts-de-seine,Ecologiste,"1,09%"
4690,Harry Marguerites,8.0,-circonscription-hauts-de-seine,"
									Rassemblement des démocrates et des républicains de progrès									","1,07%"
4691,Pierre Godicheau,8.0,-circonscription-hauts-de-seine,"
									CNI									","0,89%"
4692,Alain Fievet,8.0,-circonscription-hauts-de-seine,PS,"0,87%"
4693,Eddy Laurent-Amsallem,8.0,-circonscription-hauts-de-seine,"
									Union écologie démocratie									","0,80%"
4694,Patrick Nicolas,8.0,-circonscription-hauts-de-seine,"
									Parti de la loi naturelle									","0,45%"
4695,Georges Gorse,9.0,-circonscription-hauts-de-seine,RPR,"56,49%"
4696,Pierre Gaborit,9.0,-circonscription-hauts-de-seine,PS,"14,76%"
4697,Jean Allard,9.0,-circonscription-hauts-de-seine,FN,"11,11%"
4698,Yann Fradin,9.0,-circonscription-hauts-de-seine,Les Verts,"8,35%"
4699,Robert Créange,9.0,-circonscription-hauts-de-seine,PCF,"4,67%"
4700,Bruno Ricard,9.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","1,44%"
4701,Pascal Pucheu,9.0,-circonscription-hauts-de-seine,Divers droite,"1,07%"
4702,Sarah Garbarz,9.0,-circonscription-hauts-de-seine,Ecologiste,"0,91%"
4703,François Poyet,9.0,-circonscription-hauts-de-seine,Divers droite,"0,65%"
4704,Jean Lafferrière,9.0,-circonscription-hauts-de-seine,LCR,"0,55%"
4705,André Santini,10.0,-circonscription-hauts-de-seine,UDF,"49,45%"
4706,Marlène Biton,10.0,-circonscription-hauts-de-seine,PS,"15,21%"
4707,Michel Dorlin,10.0,-circonscription-hauts-de-seine,FN,"10,71%"
4708,Didier Hervo,10.0,-circonscription-hauts-de-seine,Les Verts,"8,87%"
4709,Jean-Yves Vasseur,10.0,-circonscription-hauts-de-seine,PCF,"6,93%"
4710,Raymond Deniau,10.0,-circonscription-hauts-de-seine,"
									Solidarité, écologie, gauche alternative									","2,93%"
4711,Jocelyne Walle,10.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","1,75%"
4712,Annie Rieupet,10.0,-circonscription-hauts-de-seine,LO,"1,50%"
4713,Jean Peynaud,10.0,-circonscription-hauts-de-seine,"
									Rassemblement des démocrates et républicains de progrès									","1,35%"
4714,Bruno Lardoux,10.0,-circonscription-hauts-de-seine,"
									Nouvelle solidarité									","0,67%"
4715,Jean-Charles Kermin,10.0,-circonscription-hauts-de-seine,Parti des travailleurs,"0,63%"
4716,Alain Robert,11.0,-circonscription-hauts-de-seine,RPR,"32,11%"
4717,Janine Jambu,11.0,-circonscription-hauts-de-seine,PCF,"22,80%"
4718,Philippe Bassinet,11.0,-circonscription-hauts-de-seine,PS,"16,66%"
4719,Raoul Raketitch,11.0,-circonscription-hauts-de-seine,FN,"10,66%"
4720,Monique Macherey,11.0,-circonscription-hauts-de-seine,Génération écologie,"9,16%"
4721,Marie-France N'Guyen,11.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","2,10%"
4722,Pierre Bonelli,11.0,-circonscription-hauts-de-seine,"
									Mouvement des réformateurs									","1,56%"
4723,Louis Pirois,11.0,-circonscription-hauts-de-seine,LO,"1,43%"
4724,Marie-José Bertinelli,11.0,-circonscription-hauts-de-seine,Divers,"1,01%"
4725,Henri Afonso,11.0,-circonscription-hauts-de-seine,Ecologiste,"0,84%"
4726,Yves Bourdin,11.0,-circonscription-hauts-de-seine,Parti des travailleurs,"0,62%"
4727,VIVETTE Le Corguille,11.0,-circonscription-hauts-de-seine,LCR,"0,48%"
4728,Martial Poussier,11.0,-circonscription-hauts-de-seine,Divers gauche,"0,39%"
4729,Serge Ayoub,11.0,-circonscription-hauts-de-seine,Extrème droite,"0,17%"
4730,Jean-Pierre Foucher,12.0,-circonscription-hauts-de-seine,UDF,"44,07%"
4731,Pascal Buchet,12.0,-circonscription-hauts-de-seine,PS,"17,76%"
4732,Alain Le Berre,12.0,-circonscription-hauts-de-seine,FN,"11,82%"
4733,Jean-François Dumas,12.0,-circonscription-hauts-de-seine,Les Verts,"8,95%"
4734,Marie-George Buffet,12.0,-circonscription-hauts-de-seine,PCF,"8,62%"
4735,Robert Larcher,12.0,-circonscription-hauts-de-seine,LO,"1,81%"
4736,Jean-Pierre Mourier,12.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","1,66%"
4737,Alain Grielen,12.0,-circonscription-hauts-de-seine,"
									Mouvement des démocrates									","1,44%"
4738,Jurgen Dung,12.0,-circonscription-hauts-de-seine,"
									Rassemblement des démocrates et républicains de progrès									","1,11%"
4739,Annette Legoeuil,12.0,-circonscription-hauts-de-seine,Mouvement des citoyens,"1,06%"
4740,Richard Coutat,12.0,-circonscription-hauts-de-seine,"
									Solidarité, écologie, gauche alternative									","0,92%"
4741,Christine Burgaud,12.0,-circonscription-hauts-de-seine,Ecologiste,"0,78%"
4742,Patrick Devedjian,13.0,-circonscription-hauts-de-seine,RPR,"46,00%"
4743,Jean-François Merle,13.0,-circonscription-hauts-de-seine,PS,"19,46%"
4744,Daniel Gazzola,13.0,-circonscription-hauts-de-seine,FN,"11,32%"
4745,Adrian Rosner,13.0,-circonscription-hauts-de-seine,Génération écologie,"10,42%"
4746,André Aubry,13.0,-circonscription-hauts-de-seine,PCF,"8,45%"
4747,Christiane Lefrère,13.0,-circonscription-hauts-de-seine,"
									Les nouveaux écologistes									","2,34%"
4748,Jacques Caillault,13.0,-circonscription-hauts-de-seine,"
									Rassemblement des démocrates et républicains de progrès									","2,01%"
4749,Raoul Béteille,1.0,-circonscription-seine-saint-denis,Divers droite,"26,97%"
4750,Josiane Andros,1.0,-circonscription-seine-saint-denis,PCF,"18,99%"
4751,Pierre Pauty,1.0,-circonscription-seine-saint-denis,FN,"18,79%"
4752,Gilbert Bonnemaison,1.0,-circonscription-seine-saint-denis,PS,"17,55%"
4753,Michel Bourgain,1.0,-circonscription-seine-saint-denis,Les Verts,"8,62%"
4754,Georges Fournier,1.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","2,74%"
4755,Serge Le Balc'h,1.0,-circonscription-seine-saint-denis,LO,"2,41%"
4756,Jean-Philippe Suire,1.0,-circonscription-seine-saint-denis,"
									Union des indépendants									","2,09%"
4757,Yvon Magne,1.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","1,34%"
4758,Roland Hélie,1.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","0,51%"
4759,Patrick Braouezec,2.0,-circonscription-seine-saint-denis,PCF,"29,09%"
4760,Franck Timmermans,2.0,-circonscription-seine-saint-denis,FN,"22,46%"
4761,Gérard Delattre,2.0,-circonscription-seine-saint-denis,UDF,"20,08%"
4762,Henri Weber,2.0,-circonscription-seine-saint-denis,PS,"10,77%"
4763,Hayette Boudjemia,2.0,-circonscription-seine-saint-denis,Génération écologie,"5,33%"
4764,Marianne Mancini,2.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","2,28%"
4765,Maurice Lombard,2.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","1,99%"
4766,Idilio Valdenebro,2.0,-circonscription-seine-saint-denis,LO,"1,68%"
4767,Sylvie Delsart,2.0,-circonscription-seine-saint-denis,"
									Solidarité, écologie, gauche alternative									","1,60%"
4768,Christian Bensimon,2.0,-circonscription-seine-saint-denis,LCR,"1,40%"
4769,Claudine Chevreau,2.0,-circonscription-seine-saint-denis,Parti des travailleurs,"1,02%"
4770,Serge Lesein,2.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","0,83%"
4771,Ferdinand Bramoullé,2.0,-circonscription-seine-saint-denis,"
									CNI									","0,80%"
4772,Fodhil Hamoudi,2.0,-circonscription-seine-saint-denis,"
									France plus									","0,68%"
4773,Muguette Jacquaint,3.0,-circonscription-seine-saint-denis,PCF,"29,32%"
4774,Frédéric Gailland,3.0,-circonscription-seine-saint-denis,UDF,"22,95%"
4775,Guillaume Fiquet,3.0,-circonscription-seine-saint-denis,FN,"19,73%"
4776,Jacques Salvator,3.0,-circonscription-seine-saint-denis,PS,"9,70%"
4777,Zair Kedadouche,3.0,-circonscription-seine-saint-denis,Génération écologie,"5,62%"
4778,Corinne Lacolley,3.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","3,34%"
4779,Roland Taysse,3.0,-circonscription-seine-saint-denis,"
									Solidarité, écologie, gauche alternative									","2,81%"
4780,Michel Jouannin,3.0,-circonscription-seine-saint-denis,LO,"1,86%"
4781,André Fouquet,3.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","1,64%"
4782,Michèle Fricheteau,3.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","1,24%"
4783,Alain Ketterer,3.0,-circonscription-seine-saint-denis,"
									CNI									","0,91%"
4784,Danielle Clause,3.0,-circonscription-seine-saint-denis,Parti des travailleurs,"0,90%"
4785,Louis Pierna,4.0,-circonscription-seine-saint-denis,PCF,"28,72%"
4786,André Veyssière,4.0,-circonscription-seine-saint-denis,RPR,"27,24%"
4787,Yves Baudouin,4.0,-circonscription-seine-saint-denis,FN,"18,40%"
4788,Gérard Fuchs,4.0,-circonscription-seine-saint-denis,PS,"10,17%"
4789,Patrick Benkemoun,4.0,-circonscription-seine-saint-denis,Les Verts,"5,93%"
4790,Nicole Fischer,4.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","2,91%"
4791,Philippe Gaillard,4.0,-circonscription-seine-saint-denis,LO,"1,70%"
4792,Joël Demare,4.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","1,58%"
4793,Michèle Gapin,4.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","1,35%"
4794,Jean-Yves Ramassamy,4.0,-circonscription-seine-saint-denis,"
									Union des indépendants									","0,94%"
4795,Edouard Ciejka,4.0,-circonscription-seine-saint-denis,Parti des travailleurs,"0,73%"
4796,Christian Surmonne,4.0,-circonscription-seine-saint-denis,LCR,"0,34%"
4797,Jean-Claude Gayssot,5.0,-circonscription-seine-saint-denis,PCF,"35,82%"
4798,Michel Personnaz,5.0,-circonscription-seine-saint-denis,FN,"20,54%"
4799,Jean-Christophe Lagarde,5.0,-circonscription-seine-saint-denis,UDF,"20,48%"
4800,Gilles Lacan,5.0,-circonscription-seine-saint-denis,PS,"8,46%"
4801,Bernard Hache,5.0,-circonscription-seine-saint-denis,Génération écologie,"6,37%"
4802,Simone Hodgkinson,5.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","2,61%"
4803,Alain Roulaud,5.0,-circonscription-seine-saint-denis,LO,"1,85%"
4804,Christine Lapers,5.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","1,48%"
4805,Gérald Gimié,5.0,-circonscription-seine-saint-denis,"
									Union des indépendants									","0,70%"
4806,René Trapet,5.0,-circonscription-seine-saint-denis,"
									Démocratie chrétienne française									","0,70%"
4807,Dominique Berrou,5.0,-circonscription-seine-saint-denis,LCR,"0,59%"
4808,Françoise Corroyer,5.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","0,40%"
4809,Jean-Jack Salles,6.0,-circonscription-seine-saint-denis,UDF,"28,52%"
4810,Claude Bartolone,6.0,-circonscription-seine-saint-denis,PS,"19,72%"
4811,André Besnard,6.0,-circonscription-seine-saint-denis,FN,"16,52%"
4812,Daniel Mongeau,6.0,-circonscription-seine-saint-denis,PCF,"16,20%"
4813,Aline Archimbaud,6.0,-circonscription-seine-saint-denis,Les Verts,"9,21%"
4814,Arlette Laguiller,6.0,-circonscription-seine-saint-denis,LO,"3,91%"
4815,Jenny Bernard,6.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","2,12%"
4816,Daniel Philippot,6.0,-circonscription-seine-saint-denis,"
									CNI									","0,99%"
4817,Bertrand Walch,6.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","0,83%"
4818,Richard Brunet,6.0,-circonscription-seine-saint-denis,Divers droite,"0,66%"
4819,Emmanuel Raymond,6.0,-circonscription-seine-saint-denis,"
									Union des indépendants									","0,62%"
4820,Gérard Sfez,6.0,-circonscription-seine-saint-denis,Divers droite,"0,38%"
4821,Josette Moussit,6.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","0,31%"
4822,Marc Gaulin,7.0,-circonscription-seine-saint-denis,RPR,"29,36%"
4823,Jean-Pierre Brard,7.0,-circonscription-seine-saint-denis,PCF,"29,03%"
4824,Serge Balassi,7.0,-circonscription-seine-saint-denis,FN,"14,21%"
4825,Patrick Bazin,7.0,-circonscription-seine-saint-denis,Les Verts,"9,31%"
4826,Daniel Cholley,7.0,-circonscription-seine-saint-denis,PS,"9,12%"
4827,Sophie Zafari,7.0,-circonscription-seine-saint-denis,LCR,"1,76%"
4828,Germaine Bauer,7.0,-circonscription-seine-saint-denis,LO,"1,72%"
4829,Alain Sacre,7.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","1,44%"
4830,Pierre Béteille,7.0,-circonscription-seine-saint-denis,"
									Rassemblement des démocrates et républicains de progrès									","1,16%"
4831,Jean-Michel Fournier,7.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","0,98%"
4832,Jean-Pierre Livieri,7.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","0,68%"
4833,Bernard Keiser,7.0,-circonscription-seine-saint-denis,Parti des travailleurs,"0,66%"
4834,François Fatoux,7.0,-circonscription-seine-saint-denis,Ecologiste,"0,37%"
4835,Charles Raynaud,7.0,-circonscription-seine-saint-denis,"
									Parti de la loi naturelle									","0,20%"
4836,Robert Pandraud,8.0,-circonscription-seine-saint-denis,RPR,"42,88%"
4837,Martial Bild,8.0,-circonscription-seine-saint-denis,FN,"18,26%"
4838,Jean-Francis Dauriac,8.0,-circonscription-seine-saint-denis,Mouvement des radicaux de gauche,"14,22%"
4839,Jean-Claude Pruski,8.0,-circonscription-seine-saint-denis,Génération écologie,"8,04%"
4840,Jean-François Meyer,8.0,-circonscription-seine-saint-denis,PCF,"7,34%"
4841,Catherine Coutard,8.0,-circonscription-seine-saint-denis,Mouvement des citoyens,"2,18%"
4842,Jean-Marie Lenoir,8.0,-circonscription-seine-saint-denis,LO,"1,90%"
4843,Jacqueline Lambert-Pancrazi,8.0,-circonscription-seine-saint-denis,"
									Rassemblement des démocrates et républicains de progrès									","1,81%"
4844,Nadine Guillaume,8.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","1,26%"
4845,Didier Chevreux,8.0,-circonscription-seine-saint-denis,Ecologiste,"1,24%"
4846,Gilles Barboni,8.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","0,88%"
4847,Christiane Calais,9.0,-circonscription-seine-saint-denis,UDF,"23,42%"
4848,Véronique Neiertz,9.0,-circonscription-seine-saint-denis,PS,"20,63%"
4849,Gilles Barial,9.0,-circonscription-seine-saint-denis,FN,"19,84%"
4850,Jean-Louis Mons,9.0,-circonscription-seine-saint-denis,PCF,"18,56%"
4851,Georges Martory,9.0,-circonscription-seine-saint-denis,Génération écologie,"6,45%"
4852,Roger Guillaume,9.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","3,32%"
4853,Jean-Louis Gaillard,9.0,-circonscription-seine-saint-denis,LO,"2,22%"
4854,Dominique Sageloly,9.0,-circonscription-seine-saint-denis,Divers droite,"2,12%"
4855,Raymond Magne,9.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","1,35%"
4856,Robert Noizillier,9.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","1,06%"
4857,Jean Descostes,9.0,-circonscription-seine-saint-denis,"
									Union des indépendants									","1,02%"
4858,Jean-Claude Abrioux,10.0,-circonscription-seine-saint-denis,RPR,"28,85%"
4859,Mireille Roset,10.0,-circonscription-seine-saint-denis,FN,"20,51%"
4860,Jacques Delhy,10.0,-circonscription-seine-saint-denis,PS,"14,35%"
4861,Bernard Labbé,10.0,-circonscription-seine-saint-denis,PCF,"12,39%"
4862,Jean-Marc Ambrosini,10.0,-circonscription-seine-saint-denis,Génération écologie,"7,94%"
4863,Jean-Jacques Orif,10.0,-circonscription-seine-saint-denis,Divers droite,"5,03%"
4864,Pierre Coulardeau,10.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","2,62%"
4865,Louis Pelaez,10.0,-circonscription-seine-saint-denis,Divers gauche,"2,12%"
4866,Michel Bellenger,10.0,-circonscription-seine-saint-denis,"
									Union écologie démocratie									","1,58%"
4867,Yves Guillemot,10.0,-circonscription-seine-saint-denis,LO,"1,53%"
4868,André Canovas,10.0,-circonscription-seine-saint-denis,"
									Solidarité, écologie, gauche alternative									","1,47%"
4869,Joëlle Le Gat,10.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","0,92%"
4870,Jacques Nepveu,10.0,-circonscription-seine-saint-denis,Parti des travailleurs,"0,69%"
4871,François Asensi,11.0,-circonscription-seine-saint-denis,PCF,"30,17%"
4872,Jacques Oudot,11.0,-circonscription-seine-saint-denis,RPR,"24,70%"
4873,Roger Holleindre,11.0,-circonscription-seine-saint-denis,FN,"18,11%"
4874,Jean-Claude Mejsak,11.0,-circonscription-seine-saint-denis,PS,"7,42%"
4875,Jean-François Baillon,11.0,-circonscription-seine-saint-denis,Génération écologie,"6,03%"
4876,Nicole Petit,11.0,-circonscription-seine-saint-denis,Extrème droite,"3,32%"
4877,Jean-Jacques Fanchtein,11.0,-circonscription-seine-saint-denis,"
									Alliance populaire									","2,35%"
4878,Geneviève Meyer,11.0,-circonscription-seine-saint-denis,"
									Les nouveaux écologistes									","1,67%"
4879,Cécile Pahour,11.0,-circonscription-seine-saint-denis,"
									Rassemblement des démocrates et des républicains de progrès									","1,53%"
4880,Sandra Rosendale,11.0,-circonscription-seine-saint-denis,LO,"1,30%"
4881,Marie-Josèphe Descarpentries,11.0,-circonscription-seine-saint-denis,"
									CNI									","1,29%"
